fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
Educational ($.edu.csv)\EDU76\$.TV3,0,471,13933,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.TV2,0,391,43864,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.TV1,0,414,29032,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.STARTER,16744479,2564,60984,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\$.SR5,0,436,42022,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.SR4,0,632,13320,0,0,0,no match #1
Educational ($.edu.csv)\EDU77\$.WEXP,16744483,1742,40294,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.TREE,16744483,12570,48798,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.COUNT,16744483,2952,40973,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.COMMAND,16744483,7179,41449,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.CLASS,8192,2294,33807,8192,32761,4352,TYB music samples #5
Educational ($.edu.csv)\EDU77\$.CHOPPER,16744483,5158,50244,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.CAT&MSE,16744483,7425,14911,6912,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.BALLOON,16744483,7962,19868,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.ADD-SUB,16744483,7029,64038,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.!SB,16744483,827,65446,16718336,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.!BOOT,0,10,3794,0,0,0,no match #1
Educational ($.edu.csv)\EDU77\$.T,32768,8192,7514,32768,32518,24576,Mode 6 screen #2
Educational ($.edu.csv)\EDU77\$.SB,16744483,184,9133,6656,0,0,no match #1
Educational ($.edu.csv)\EDU77\$.PAUL1,16777215,1121,48375,65535,0,0,no match #1
Educational ($.edu.csv)\EDU77\$.MLT-DIV,16744483,8033,39099,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.M/C,8192,1384,3459,8192,0,0,no match #1
Educational ($.edu.csv)\EDU77\$.GARD,16744483,3591,63655,6656,32803,0,Basic #1
Educational ($.edu.csv)\EDU77\$.FRUIT,8192,1408,38250,8192,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU77\$.FLY,16744479,5599,390,6400,32803,3584,Basic page=&E00 #1
Educational ($.edu.csv)\EDU78\5.Sonny,16,4819,22075,22534,0,0,no match #1
Educational ($.edu.csv)\EDU78\$.SO,3584,5309,44717,3584,32803,0,Basic #1
Educational ($.edu.csv)\EDU78\$.EVERY,16711936,8460,19216,16733440,0,0,no match #1
Educational ($.edu.csv)\EDU78\$.EV,3584,8950,10459,3584,32803,0,Basic #1
Educational ($.edu.csv)\EDU78\$.CIN,3584,10683,31260,3584,32803,0,Basic #1
Educational ($.edu.csv)\EDU78\$.ASSAULT,16711936,4790,61970,16733440,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU78\$.AS,3584,5280,10020,3584,32803,0,Basic #1
Educational ($.edu.csv)\EDU79\O.ANIMALS,0,1500,21157,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU79\O.CHINA,0,1500,1952,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.SOUNDS,0,1500,30009,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.PICTS,0,1500,35874,0,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU79\O.MATCH,0,1500,41992,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.LR,0,1500,44131,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.HELMET,0,1500,45444,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.FMATCH,0,1500,8914,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.FCOL,0,1500,15762,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\$.SHORT,0,372,48921,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\$.MAG,0,16381,63756,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\$.FRED,0,16381,14865,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.ELEMB,0,1500,27054,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\$.CKPUPIL,16744483,4116,63561,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU79\$.CKMC2,2816,350,64177,2816,0,0,no match #1
Educational ($.edu.csv)\EDU79\$.CKMATCH,16744483,10414,65140,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU79\$.CKEDIT,16744483,8915,44476,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU79\$.CKCHR,21536,992,32952,21536,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU79\$.!BOOT,0,12,59443,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.ELEMENT,0,1500,29803,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.SEASON,0,1500,23624,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.YN,0,1500,44896,0,0,0,no match #1
Educational ($.edu.csv)\EDU79\O.WILDANB,0,1500,8439,0,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU79\O.WILDAN,0,1500,26579,0,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU79\O.VERBS,0,1500,23968,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU79\O.SUMS,0,1500,34983,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.snowman,16777215,345,16817,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.sleepb,0,393,9015,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU80\S.epreuve,0,403,36796,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.cinders,0,495,33059,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU80\S.bhomme1,16777215,388,53641,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.bhomme,16777215,375,13005,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.autumn,16777215,133,63506,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\$.USER,10772,4945,25595,10772,32803,0,Basic #1
Educational ($.edu.csv)\EDU80\$.SPIN,28011,1747,23287,28011,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU80\$.MENU,26821,1189,8405,26821,32803,0,Basic #1
Educational ($.edu.csv)\EDU80\$.MAKER,15718,8485,14762,15718,32803,0,Basic #1
Educational ($.edu.csv)\EDU80\$.FILUTIL,26490,330,12275,26490,32803,0,Basic #1
Educational ($.edu.csv)\EDU80\S.rrrf2,0,223,26596,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\$.COPY,6400,1920,16231,6400,0,0,no match #1
Educational ($.edu.csv)\EDU80\$.CAT/DEL,24204,2138,33930,24204,32803,0,Basic #1
Educational ($.edu.csv)\EDU80\$.!BOOT,26343,146,35631,26343,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.rrrf,0,257,9437,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.rrr,0,447,38463,0,32761,4352,TYB music samples #6
Educational ($.edu.csv)\EDU80\S.owl,16777215,610,47235,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU80\S.oldkc,0,234,50911,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.old,16777215,227,56206,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.hick,0,195,53124,0,0,0,no match #1
Educational ($.edu.csv)\EDU80\S.filist,16777215,93,50139,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\W.CDOC,16777215,3176,32279,16777215,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU81\C.WADI,0,171,62640,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.MIAM,0,166,65235,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.MANA,0,167,56705,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.LOND,0,167,22347,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.LISB,0,167,65445,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.KANO,0,165,45347,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.JAKA,0,168,45739,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.IRKU,0,168,37093,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.EDIN,0,170,15146,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.DALL,0,167,2227,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.CAPE,0,170,48631,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.VERK,0,172,32419,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.BRIS,0,169,36586,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.BOMB,0,167,38820,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.BOGO,0,167,35314,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.BERL,0,167,64768,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.AUCK,0,169,17610,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.ATHE,0,167,21518,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.ACCR,0,166,10671,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\$.CLIM2,16744483,2712,43490,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU81\$.CLIM1,16744483,6938,50057,16718336,32803,0,Basic #1
Educational ($.edu.csv)\EDU81\C.SYDN,0,167,32330,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.SHAN,0,169,42302,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.PHOE,0,168,20931,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.PEKI,0,167,55545,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.OSLO,0,165,47745,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.NEWD,0,170,52613,0,0,0,no match #1
Educational ($.edu.csv)\EDU81\C.MOMB,0,168,47020,0,0,0,no match #1
Educational ($.edu.csv)\EDU82\$.menu,16744483,1470,14001,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP4S,16744483,4088,22333,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC7,16744483,4739,59630,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC6S,16744483,3838,23939,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC6,16744483,4660,18671,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC5S,16744483,4100,28936,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC5,16744483,4906,28576,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC4S,16744483,4332,42509,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC4,16744483,4784,25456,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC3S,16744483,3997,37562,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC3,16744483,4922,26994,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC2S,16744483,3975,8160,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP4,16744483,4601,60960,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC2,16744483,4866,54945,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC1S,16744483,3608,27671,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC1,16744483,4562,13313,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.!BOOT,0,12,35459,0,0,0,no match #1
Educational ($.edu.csv)\EDU82\$.COLP3S,16744483,4620,48710,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP3,16744483,4888,52184,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP2S,16744483,4095,52206,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP2,16744483,4589,12466,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP1S,16744483,4547,65534,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.COLP1,16744483,4995,61084,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU82\$.3PIC7S,16744483,3724,26990,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.TWOSIZ4,16744483,2997,3820,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.TWOSIZ3,16744483,2824,26435,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.COLPIC3,16744483,4914,56446,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.COLPIC2,16744483,4537,9029,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.COLPIC1,16744483,4919,35545,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL9,16744483,4497,10463,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL8,16744483,4013,13298,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL7,16744483,3527,45571,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL6,16744483,3885,1018,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL5,16744483,4140,11757,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL4,16744483,3911,6571,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL3,16744483,4262,2944,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.TWOSIZ2,16744483,2631,44465,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL2,16744483,3730,64499,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMALL1,16744483,3763,56912,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMAL11,16744483,4091,60973,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.BSMAL10,16744483,4375,24122,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.!BOOT,0,12,1719,0,0,0,no match #1
Educational ($.edu.csv)\EDU83\$.TWOSIZ1,16744483,3225,38782,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.PICSIZ4,16744483,4510,22154,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.PICSIZ3,16744483,4483,26392,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.PICSIZ2,16744483,4747,9331,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.PICSIZ1,16744483,4877,8288,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.MENU,16744483,1484,22169,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU83\$.COLPIC4,16744483,4533,55257,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.MENU,16744483,1472,56793,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP4S,16744483,4086,59288,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC7,16744483,4739,59630,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC6S,16744483,3834,11327,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC6,16744483,4660,18671,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC5S,16744483,4096,41331,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC5,16744483,4906,28576,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC4S,16744483,4328,9342,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC4,16744483,4784,25456,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC3S,16744483,3996,41211,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC3,16744483,4922,26994,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC2S,16744483,3973,65159,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP4,16744483,4601,60960,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC2,16744483,4866,54945,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC1S,16744483,3606,63642,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC1,16744483,4562,13313,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.!BOOT,0,12,1719,0,0,0,no match #1
Educational ($.edu.csv)\EDU84\$.COLP3S,16744483,4617,20531,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP3,16744483,4888,52184,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP2S,16744483,4092,28694,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP2,16744483,4589,12466,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP1S,16744483,4547,46584,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.COLP1,16744483,4995,61084,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU84\$.3PIC7S,16744483,3720,31282,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\C.SEQUENC,16744483,4135,47547,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\C.ACTIONC,16744483,6323,55027,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.SWIMLRC,16744483,3222,60870,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.SWIMERC,16744483,4184,6404,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.ROWINGC,16744483,3887,34979,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.RBOATC,16744483,2331,22472,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.menu,16744483,5015,33270,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.INFO4,16744483,4469,59558,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.DIVEC,16744483,3556,13287,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.!BOOT,0,12,35459,0,0,0,no match #1
Educational ($.edu.csv)\EDU85\C.4ACTN2C,16744483,3917,28227,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\C.4ACTN1C,16744483,3576,62830,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\B.WTLIFTC,16744483,3981,23526,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\B.RLKICKC,16744483,3556,23475,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\B.RKBALLC,16744483,3929,37164,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\B.CATCHC,16744483,3873,22116,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\B.ACBALLC,16744483,3922,5876,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU85\$.SWIMUDC,16744483,3225,34099,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.TWOACT,16744483,4417,36238,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.PICKUP,16744483,4193,52224,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\B.OBVIEW,16744483,4281,30848,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\B.KTVIEW,16744483,4807,15345,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\B.FNVIEW2,16744483,4971,60020,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\B.FNVIEW1,16744483,4870,58689,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.TPAINT,16744483,4523,32337,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.menu,16744483,5005,45794,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.INFO2,16744483,3615,65242,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.HTREE2,16744483,3557,33499,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.HTREE1,16744483,3167,50359,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.HILLS2,16744483,3720,45479,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.OVUND,16744483,3924,63279,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.HILLS1,16744483,3259,39019,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\$.!BOOT,0,13,4821,0,0,0,no match #1
Educational ($.edu.csv)\EDU86\C.OPSHUT,16744483,3625,57013,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.ONUND,16744483,3970,54115,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.ONOVER,16744483,2915,12207,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.ONBOX,16744483,3738,7347,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.INON,16744483,3545,41645,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\C.INBOX,16744483,3524,16366,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU86\B.WLVIEW,16744483,4986,13098,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\C.WLMAKE,16744483,3975,55933,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\C.FNMAKE,16744483,5120,54468,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.1FURN2,16744483,4334,56953,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.1FURN1,16744483,4506,41948,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.PAINT3,16744483,2666,65250,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.PAINT2,16744483,3607,42552,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.PAINT1,16744483,3915,44832,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.NEWPAT3,16744483,4374,26133,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.NEWPAT2,16744483,4487,250,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.NEWPAT1,16744483,4089,53762,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.menu,16744483,5020,31891,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.INFO1,16744483,3370,9377,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.3WLIFE,16744483,4762,55572,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\$.!BOOT,0,12,35459,0,0,0,no match #1
Educational ($.edu.csv)\EDU87\B.3OBJT,16744483,3991,25199,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.3KITCH,16744483,4650,9589,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.3FURN2,16744483,4289,11396,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.3FURN1,16744483,4495,44644,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.1WLIFE,16744483,4812,41813,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.1OBJT,16744483,4029,51953,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU87\B.1KITCH,16744483,4539,31724,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.TWOACT,16744483,4417,36238,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.PICKUP,16744483,4193,52224,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\B.OBVIEW,16744483,4281,30848,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\B.KTVIEW,16744483,4807,15345,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\B.FNVIEW2,16744483,4971,60020,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\B.FNVIEW1,16744483,4870,58689,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.TPAINT,16744483,4523,32337,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.menu,16744483,5005,45794,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.INFO2,16744483,3615,65242,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.HTREE2,16744483,3557,33499,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.HTREE1,16744483,3167,50359,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.HILLS2,16744483,3720,45479,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.OVUND,16744483,3924,63279,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.HILLS1,16744483,3259,39019,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\$.!BOOT,0,13,4821,0,0,0,no match #1
Educational ($.edu.csv)\EDU88\C.OPSHUT,16744483,3625,57013,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.ONUND,16744483,3970,54115,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.ONOVER,16744483,2915,12207,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.ONBOX,16744483,3738,7347,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.INON,16744483,3545,41645,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\C.INBOX,16744483,3524,16366,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU88\B.WLVIEW,16744483,4986,13098,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU89\$.STEVE2,16744479,8796,60791,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU89\$.STEVE1,16744479,8791,51876,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU89\$.SKILS2,0,380,43187,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU89\$.SKILS13,0,877,6689,0,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.SKILS12,0,608,32894,0,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.SKILS11,0,445,3544,0,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.SKILS10,0,342,34564,0,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.SKILS1,0,398,25257,0,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.MOI4,31744,999,20094,31744,0,0,no match #1
Educational ($.edu.csv)\EDU89\$.MOI3,31744,999,64763,31744,0,0,no match #1
